"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","X1","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X2","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X3","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X4","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X5","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X6","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X7","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X8","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X9","X90","X91","X92","X93","X94","X95","X96"
"group_1093","","scaffolding protein","1","1","1","1","1153","1","468","","632","632","632","","","","","","","","","","","","","","","","","GGAINHIF_00099","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1094","","major capsid protein","1","1","1","1","1152","1","467","","1133","1133","1133","","","","","","","","","","","","","","","","","GGAINHIF_00100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1095","","head-to-tail adaptor","1","1","1","1","1151","1","466","","470","470","470","","","","","","","","","","","","","","","","","GGAINHIF_00101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1096","","head-to-tail stopper","1","1","1","1","1150","1","465","","338","338","338","","","","","","","","","","","","","","","","","GGAINHIF_00102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1097","","hypothetical protein","1","1","1","1","1431","1","464","","389","389","389","","","","","","","","","","","","","","","","","GGAINHIF_00103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1098","","hypothetical protein","1","1","1","1","1432","1","463","","488","488","488","","","","","","","","","","","","","","","","","GGAINHIF_00104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1099","","major tail protein","1","1","1","1","1433","1","462","","902","902","902","","","","","","","","","","","","","","","","","GGAINHIF_00105","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1100","","tail assembly chaperone","1","1","1","1","1434","1","461","","311","311","311","","","","","","","","","","","","","","","","","GGAINHIF_00106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1101","","hypothetical protein","1","1","1","1","1435","1","460","","461","461","461","","","","","","","","","","","","","","","","","GGAINHIF_00107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1102","","tape measure protein","1","1","1","1","1436","1","459","","4904","4904","4904","","","","","","","","","","","","","","","","","GGAINHIF_00108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1103","","minor tail protein","1","1","1","1","1437","1","458","","881","881","881","","","","","","","","","","","","","","","","","GGAINHIF_00109","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1104","","minor tail protein","1","1","1","1","1438","1","457","","1763","1763","1763","","","","","","","","","","","","","","","","","GGAINHIF_00110","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1105","","minor tail protein","1","1","1","1","1439","1","456","","452","452","452","","","","","","","","","","","","","","","","","GGAINHIF_00111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1106","","hypothetical protein","1","1","1","1","1440","1","417","","1454","1454","1454","","","","","","","","","","","","","","","","","GGAINHIF_00112","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1107","","hypothetical protein","1","1","1","1","1441","1","418","","326","326","326","","","","","","","","","","","","","","","","","GGAINHIF_00113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1108","","hypothetical protein","1","1","1","1","1430","1","438","","275","275","275","","","","","","","","","","","","","","","","","GGAINHIF_00115","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1109","","hypothetical protein","1","1","1","1","1429","1","437","","389","389","389","","","","","","","","","","","","","","","","","GGAINHIF_00116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1110","","minor tail protein","1","1","1","1","1109","1","436","","1589","1589","1589","","","","","","","","","","","","","","","","","GGAINHIF_00117","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1111","","hydrolase","1","1","1","1","1110","1","435","","917","917","917","","","","","","","","","","","","","","","","","GGAINHIF_00118","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1112","","lysin A","1","1","1","1","1125","1","433","","1154","1154","1154","","","","","","","","","","","","","","","","","GGAINHIF_00120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1113","","hypothetical protein","1","1","1","1","1124","1","432","","1085","1085","1085","","","","","","","","","","","","","","","","","GGAINHIF_00121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
