"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","C1","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C2","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C3","C30","C4","C5","C6","C7","C8","C9"
"group_269","","portal protein","1","1","1","1","5","1","311","","1472","1472","1472","","","","KMMKDNHJ_00004","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_270","","scaffolding protein","1","1","1","1","8","1","310","","641","641","641","","","","KMMKDNHJ_00006","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_271","","major capsid protein","1","1","1","1","7","1","305","","908","908","908","","","","KMMKDNHJ_00007","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_272","","hypothetical protein","1","1","1","1","6","1","306","","353","353","353","","","","KMMKDNHJ_00008","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_273","","hypothetical protein","1","1","1","1","61","1","378","","179","179","179","","","","KMMKDNHJ_00028","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_274","","hypothetical protein","1","1","1","1","69","1","357","","221","221","221","","","","KMMKDNHJ_00031","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_275","","hypothetical protein","1","1","1","1","68","1","358","","362","362","362","","","","KMMKDNHJ_00032","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_276","","hypothetical protein","1","1","1","1","67","1","359","","569","569","569","","","","KMMKDNHJ_00033","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_277","","hypothetical protein","1","1","1","1","66","1","360","","1310","1310","1310","","","","KMMKDNHJ_00034","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_278","","hypothetical protein","1","1","1","1","65","1","361","","299","299","299","","","","KMMKDNHJ_00035","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_285","","hypothetical protein","1","1","1","1","49","1","364","","293","293","293","","","","","OLCIKOGL_00001","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_286","","tRNA-Thr(cgt)","1","1","1","1","32","1","363","","73","73","73","","","","","OLCIKOGL_00003","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_287","","hypothetical protein","1","1","1","1","31","1","362","","308","308","308","","","","","OLCIKOGL_00004","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_288","","hypothetical protein","1","1","1","1","30","1","369","","1502","1502","1502","","","","","OLCIKOGL_00005","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_289","","hypothetical protein","1","1","1","1","21","1","370","","455","455","455","","","","","OLCIKOGL_00006","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_291","","hypothetical protein","1","1","1","1","77","1","326","","365","365","365","","","","","OLCIKOGL_00013","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_292","","hypothetical protein","1","1","1","1","76","1","327","","1052","1052","1052","","","","","OLCIKOGL_00014","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_293","","hypothetical protein","1","1","1","1","83","1","328","","206","206","206","","","","","OLCIKOGL_00015","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_294","","minor tail protein","1","1","1","1","84","1","329","","2420","2420","2420","","","","","OLCIKOGL_00016","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_295","","hypothetical protein","1","1","1","1","88","1","317","","221","221","221","","","","","OLCIKOGL_00020","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_296","","hypothetical protein","1","1","1","1","11","1","315","","494","494","494","","","","","OLCIKOGL_00025","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_297","","hypothetical protein","1","1","1","1","98","1","314","","383","383","383","","","","","OLCIKOGL_00031","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_361","","hypothetical protein","1","1","1","1","29","1","340","","296","296","296","","","","","","","","JBNMJEOL_00011","","","","","","","","","","","","","","","","","","","","","",""
"esxE","","ESAT-6-like protein EsxE","1","1","1","1","28","1","339","","299","299","299","","","","","","","","JBNMJEOL_00012","","","","","","","","","","","","","","","","","","","","","",""
"group_363","","hypothetical protein","1","1","1","1","27","1","372","","1415","1415","1415","","","","","","","","JBNMJEOL_00013","","","","","","","","","","","","","","","","","","","","","",""
"group_364","","hypothetical protein","1","1","1","1","70","1","373","","488","488","488","","","","","","","","JBNMJEOL_00014","","","","","","","","","","","","","","","","","","","","","",""
"group_365","","hypothetical protein","1","1","1","1","71","1","374","","272","272","272","","","","","","","","JBNMJEOL_00015","","","","","","","","","","","","","","","","","","","","","",""
"group_366","","hypothetical protein","1","1","1","1","107","1","307","","344","344","344","","","","","","","","JBNMJEOL_00038","","","","","","","","","","","","","","","","","","","","","",""
"group_367","","hypothetical protein","1","1","1","1","1","1","433","","272","272","272","","","","","","","","JBNMJEOL_00049","","","","","","","","","","","","","","","","","","","","","",""
"group_368","","hypothetical protein","1","1","1","1","434","1","413","","380","380","380","","","","","","","","JBNMJEOL_00050","","","","","","","","","","","","","","","","","","","","","",""
"group_369","","hypothetical protein","1","1","1","1","435","1","414","","278","278","278","","","","","","","","JBNMJEOL_00051","","","","","","","","","","","","","","","","","","","","","",""
"group_409","","integrase","1","1","1","3","1","3","70","","1250","1250","1250","","","","","","","","","","","","DFOGAPGG_00001","","","","","","","","","","","","","","","","","",""
"group_410","","membrane protein","1","1","1","3","2","3","71","","731","731","731","","","","","","","","","","","","DFOGAPGG_00002","","","","","","","","","","","","","","","","","",""
"group_411","","hypothetical protein","1","1","1","3","3","3","72","","371","371","371","","","","","","","","","","","","DFOGAPGG_00003","","","","","","","","","","","","","","","","","",""
"group_412","","hypothetical protein","1","1","1","3","4","3","73","","293","293","293","","","","","","","","","","","","DFOGAPGG_00004","","","","","","","","","","","","","","","","","",""
"group_413","","hypothetical protein","1","1","1","3","5","3","74","","377","377","377","","","","","","","","","","","","DFOGAPGG_00005","","","","","","","","","","","","","","","","","",""
"group_414","","hypothetical protein","1","1","1","3","6","3","75","","242","242","242","","","","","","","","","","","","DFOGAPGG_00006","","","","","","","","","","","","","","","","","",""
"group_415","","hypothetical protein","1","1","1","3","7","3","76","","206","206","206","","","","","","","","","","","","DFOGAPGG_00007","","","","","","","","","","","","","","","","","",""
"group_416","","hypothetical protein","1","1","1","3","8","3","77","","281","281","281","","","","","","","","","","","","DFOGAPGG_00008","","","","","","","","","","","","","","","","","",""
"group_417","","hypothetical protein","1","1","1","3","9","3","78","","173","173","173","","","","","","","","","","","","DFOGAPGG_00009","","","","","","","","","","","","","","","","","",""
"group_418","","hypothetical protein","1","1","1","3","10","3","79","","263","263","263","","","","","","","","","","","","DFOGAPGG_00010","","","","","","","","","","","","","","","","","",""
"group_419","","hypothetical protein","1","1","1","3","11","3","80","","104","104","104","","","","","","","","","","","","DFOGAPGG_00011","","","","","","","","","","","","","","","","","",""
"group_420","","hypothetical protein","1","1","1","3","12","3","81","","2072","2072","2072","","","","","","","","","","","","DFOGAPGG_00012","","","","","","","","","","","","","","","","","",""
"group_421","","hypothetical protein","1","1","1","3","13","3","82","","326","326","326","","","","","","","","","","","","DFOGAPGG_00013","","","","","","","","","","","","","","","","","",""
"group_422","","hypothetical protein","1","1","1","3","14","3","83","","296","296","296","","","","","","","","","","","","DFOGAPGG_00014","","","","","","","","","","","","","","","","","",""
"group_423","","hypothetical protein","1","1","1","3","15","3","84","","683","683","683","","","","","","","","","","","","DFOGAPGG_00015","","","","","","","","","","","","","","","","","",""
"group_424","","hypothetical protein","1","1","1","3","16","3","85","","716","716","716","","","","","","","","","","","","DFOGAPGG_00016","","","","","","","","","","","","","","","","","",""
"group_425","","hypothetical protein","1","1","1","3","17","3","86","","347","347","347","","","","","","","","","","","","DFOGAPGG_00017","","","","","","","","","","","","","","","","","",""
"group_426","","hypothetical protein","1","1","1","3","18","3","87","","500","500","500","","","","","","","","","","","","DFOGAPGG_00018","","","","","","","","","","","","","","","","","",""
"group_427","","hypothetical protein","1","1","1","3","19","3","88","","128","128","128","","","","","","","","","","","","DFOGAPGG_00019","","","","","","","","","","","","","","","","","",""
"group_428","","hypothetical protein","1","1","1","3","20","3","89","","320","320","320","","","","","","","","","","","","DFOGAPGG_00020","","","","","","","","","","","","","","","","","",""
"group_429","","hypothetical protein","1","1","1","3","21","3","90","","209","209","209","","","","","","","","","","","","DFOGAPGG_00021","","","","","","","","","","","","","","","","","",""
"group_430","","hypothetical protein","1","1","1","3","22","3","91","","452","452","452","","","","","","","","","","","","DFOGAPGG_00022","","","","","","","","","","","","","","","","","",""
"group_431","","hypothetical protein","1","1","1","3","23","3","92","","359","359","359","","","","","","","","","","","","DFOGAPGG_00023","","","","","","","","","","","","","","","","","",""
"group_432","","helix-turn-helix DNA binding domain protein","1","1","1","3","24","3","93","","401","401","401","","","","","","","","","","","","DFOGAPGG_00024","","","","","","","","","","","","","","","","","",""
